BlockNumber,BlobLengths
19885358,0
19885359,0
19885360,0
19885361,6
19885362,0
19885363,0
19885364,6
19885365,"1, 1, 1"
19885366,0
19885367,0
19885368,1
19885369,0
19885370,0
19885371,0
19885372,1
19885373,0
19885374,1
19885375,0
19885376,6
19885377,0
19885378,6
19885379,0
19885380,0
19885381,0
19885382,2
19885383,"1, 1"
19885384,0
19885385,0
19885386,0
19885387,0
19885388,0
19885389,0
19885390,0
19885391,0
19885392,6
19885393,"1, 1, 1"
19885394,0
19885395,0
19885396,0
19885397,1
19885398,0
19885399,0
19885400,0
19885401,0
19885402,0
19885403,6
19885404,0
19885405,0
19885406,0
19885407,0
19885408,0
19885409,0
19885410,6
19885411,0
19885412,0
19885413,0
19885414,"1, 1, 1, 1"
19885415,6
19885416,0
19885417,0
19885418,0
19885419,1
19885420,2
19885421,0
19885422,0
19885423,6
19885424,1
19885425,6
19885426,0
19885427,"2, 1, 1"
19885428,0
19885429,0
19885430,0
19885431,0
19885432,"1, 1"
19885433,0
19885434,1
19885435,0
19885436,6
19885437,0
19885438,0
19885439,0
19885440,0
19885441,0
19885442,1
19885443,0
19885444,6
19885445,0
19885446,1
19885447,0
19885448,6
19885449,"1, 1"
19885450,0
19885451,0
19885452,0
19885453,0
19885454,1
19885455,0
19885456,6
19885457,1
19885458,0
19885459,0
19885460,0
19885461,0
19885462,0
19885463,0
19885464,"1, 1"
19885465,0
19885466,1
19885467,0
19885468,0
19885469,0
19885470,0
19885471,0
19885472,0
19885473,"1, 1, 2"
19885474,0
19885475,6
19885476,6
19885477,"1, 1"
19885478,2
19885479,0
19885480,1
19885481,0
19885482,0
19885483,0
19885484,0
19885485,0
19885486,1
19885487,0
19885488,0
19885489,0
19885490,0
19885491,0
19885492,0
19885493,6
19885494,0
19885495,6
19885496,0
19885497,0
19885498,1
19885499,0
19885500,0
19885501,"1, 1"
19885502,0
19885503,0
19885504,0
19885505,0
19885506,6
19885507,0
19885508,6
19885509,0
19885510,0
19885511,0
19885512,0
19885513,0
19885514,0
19885515,0
19885516,0
19885517,2
19885518,0
19885519,0
19885520,"1, 1, 1, 1, 1, 1"
19885521,1
19885522,0
19885523,6
19885524,1
19885525,0
19885526,1
19885527,0
19885528,0
19885529,0
19885530,0
19885531,0
19885532,0
19885533,0
19885534,0
19885535,6
19885536,6
19885537,0
19885538,0
19885539,0
19885540,"1, 1"
19885541,1
19885542,0
19885543,6
19885544,0
19885545,0
19885546,1
19885547,1
19885548,0
19885549,"2, 1"
19885550,6
19885551,0
19885552,0
19885553,0
19885554,0
19885555,1
19885556,0
19885557,0
19885558,0
19885559,0
19885560,6
19885561,2
19885562,0
19885563,0
19885564,0
19885565,"1, 1"
19885566,0
19885567,6
19885568,1
19885569,0
19885570,0
19885571,0
19885572,0
19885573,0
19885574,0
19885575,0
19885576,0
19885577,0
19885578,0
19885579,0
19885580,0
19885581,0
19885582,"1, 1"
19885583,0
19885584,6
19885585,6
19885586,6
19885587,0
19885588,0
19885589,"1, 1, 1"
19885590,"1, 1"
19885591,1
19885592,6
19885593,0
19885594,0
19885595,0
19885596,0
19885597,6
19885598,1
19885599,0
19885600,0
19885601,0
19885602,0
19885603,0
19885604,1
19885605,1
19885606,0
19885607,0
19885608,0
19885609,0
19885610,0
19885611,0
19885612,6
19885613,6
19885614,0
19885615,1
19885616,0
19885617,0
19885618,0
19885619,"2, 1, 1"
19885620,0
19885621,0
19885622,0
19885623,0
19885624,0
19885625,0
19885626,1
19885627,0
19885628,0
19885629,0
19885630,0
19885631,0
19885632,0
19885633,6
19885634,0
19885635,"1, 1, 1"
19885636,0
19885637,0
19885638,0
19885639,0
19885640,6
19885641,1
19885642,0
19885643,6
19885644,0
19885645,0
19885646,6
19885647,0
19885648,1
19885649,0
19885650,0
19885651,0
19885652,0
19885653,0
19885654,0
19885655,2
19885656,"1, 1, 1"
19885657,0
19885658,0
19885659,1
19885660,1
19885661,0
19885662,0
19885663,0
19885664,6
19885665,"1, 1"
19885666,0
19885667,6
19885668,0
19885669,1
19885670,0
19885671,0
19885672,0
19885673,0
19885674,0
19885675,1
19885676,0
19885677,0
19885678,0
19885679,1
19885680,0
19885681,0
19885682,6
19885683,0
19885684,0
19885685,0
19885686,0
19885687,0
19885688,0
19885689,"1, 1"
19885690,6
19885691,"1, 2, 1"
19885692,0
19885693,6
19885694,0
19885695,"1, 1"
19885696,0
19885697,0
19885698,6
19885699,0
19885700,0
19885701,0
19885702,0
19885703,0
19885704,0
19885705,0
19885706,0
19885707,0
19885708,1
19885709,"1, 1"
19885710,0
19885711,0
19885712,0
19885713,0
19885714,0
19885715,0
19885716,0
19885717,"1, 4, 1"
19885718,6
19885719,0
19885720,6
19885721,0
19885722,0
19885723,0
19885724,0
19885725,1
19885726,0
19885727,"1, 1"
19885728,0
19885729,0
19885730,0
19885731,0
19885732,0
19885733,0
19885734,6
19885735,0
19885736,0
19885737,"1, 1"
19885738,0
19885739,0
19885740,6
19885741,0
19885742,0
19885743,"1, 1, 1"
19885744,6
19885745,0
19885746,"1, 1"
19885747,0
19885748,0
19885749,"1, 1"
19885750,0
19885751,0
19885752,0
19885753,0
19885754,0
19885755,0
19885756,0
19885757,0
19885758,0
19885759,0
19885760,0
19885761,6
19885762,0
19885763,2
19885764,0
19885765,0
19885766,0
19885767,6
19885768,1
19885769,6
19885770,"1, 1, 1, 1"
19885771,0
19885772,6
19885773,0
19885774,0
19885775,0
19885776,1
19885777,0
19885778,0
19885779,0
19885780,0
19885781,"1, 1"
19885782,0
19885783,0
19885784,0
19885785,0
19885786,"1, 1"
19885787,6
19885788,6
19885789,6
19885790,0
19885791,0
19885792,1
19885793,0
19885794,1
19885795,0
19885796,0
19885797,"1, 1"
19885798,0
19885799,0
19885800,0
19885801,0
19885802,0
19885803,0
19885804,0
19885805,6
19885806,"1, 1"
19885807,0
19885808,6
19885809,0
19885810,0
19885811,0
19885812,0
19885813,1
19885814,0
19885815,0
19885816,0
19885817,0
19885818,0
19885819,0
19885820,"1, 1"
19885821,0
19885822,0
19885823,6
19885824,0
19885825,6
19885826,0
19885827,0
19885828,0
19885829,0
19885830,1
19885831,0
19885832,1
19885833,0
19885834,0
19885835,"1, 1, 1"
19885836,0
19885837,2
19885838,0
19885839,0
19885840,1
19885841,0
19885842,6
19885843,6
19885844,0
19885845,6
19885846,"1, 1"
19885847,0
19885848,1
19885849,0
19885850,1
19885851,0
19885852,0
19885853,0
19885854,0
19885855,0
19885856,0
19885857,1
19885858,1
19885859,0
19885860,0
19885861,6
19885862,0
19885863,6
19885864,0
19885865,0
19885866,0
19885867,0
19885868,0
19885869,0
19885870,"1, 1"
19885871,0
19885872,0
19885873,0
19885874,6
19885875,"1, 1"
19885876,0
19885877,0
19885878,0
19885879,0
19885880,0
19885881,"1, 1, 1, 1"
19885882,0
19885883,0
19885884,0
19885885,0
19885886,0
19885887,0
19885888,6
19885889,0
19885890,0
19885891,"1, 1, 1"
19885892,0
19885893,0
19885894,6
19885895,6
19885896,6
19885897,0
19885898,"1, 1, 1, 1, 1"
19885899,1
19885900,1
19885901,0
19885902,"1, 1"
19885903,"1, 1"
19885904,"1, 1"
19885905,"1, 1"
19885906,0
19885907,0
19885908,0
19885909,0
19885910,6
19885911,6
19885912,0
19885913,0
19885914,"2, 1, 1"
19885915,0
19885916,"1, 1, 1, 1"
19885917,0
19885918,"1, 1"
19885919,0
19885920,0
19885921,1
19885922,"1, 1, 1"
19885923,0
19885924,"1, 1"
19885925,6
19885926,0
19885927,"1, 1, 1"
19885928,0
19885929,0
19885930,6
19885931,0
19885932,0
19885933,"1, 1"
19885934,0
19885935,0
19885936,"1, 1, 1"
19885937,0
19885938,"1, 1"
19885939,0
19885940,"1, 1"
19885941,0
19885942,0
19885943,6
19885944,6
19885945,0
19885946,0
19885947,0
19885948,0
19885949,"1, 1, 1, 1, 1"
19885950,0
19885951,0
19885952,0
19885953,0
19885954,0
19885955,6
19885956,0
19885957,"1, 1, 1"
19885958,6
19885959,0
19885960,6
19885961,6
19885962,1
19885963,"1, 1"
19885964,1
19885965,1
19885966,0
19885967,0
19885968,"1, 1, 1, 1, 1"
19885969,0
19885970,0
19885971,0
19885972,0
19885973,"1, 1"
19885974,6
19885975,"1, 1"
19885976,0
19885977,0
19885978,6
19885979,"1, 1, 1, 1"
19885980,0
19885981,"1, 1, 1, 1"
19885982,0
19885983,"1, 1"
19885984,0
19885985,0
19885986,0
19885987,0
19885988,"2, 1, 1, 1, 1"
19885989,6
19885990,1
19885991,"1, 1"
19885992,0
19885993,0
19885994,6
19885995,0
19885996,0
19885997,"1, 1, 1"
19885998,0
19885999,"1, 1"
19886000,6
19886001,0
19886002,"1, 1"
19886003,1
19886004,1
19886005,1
19886006,6
19886007,"1, 1"
19886008,0
19886009,0
19886010,6
19886011,"1, 1, 1, 1, 1"
19886012,6
19886013,"1, 1, 1"
19886014,0
19886015,0
19886016,0
19886017,"1, 1, 1"
19886018,0
19886019,"1, 1"
19886020,0
19886021,"1, 1, 1"
19886022,0
19886023,"1, 1"
19886024,0
19886025,"1, 1"
19886026,0
19886027,6
19886028,0
19886029,6
19886030,0
19886031,6
19886032,"1, 1, 1, 1"
19886033,0
19886034,0
19886035,0
19886036,"1, 1"
19886037,1
19886038,0
19886039,0
19886040,0
19886041,0
19886042,"1, 1"
19886043,0
19886044,0
19886045,"1, 1, 1"
19886046,0
19886047,6
19886048,6
19886049,"1, 1, 1, 1"
19886050,2
19886051,1
19886052,0
19886053,6
19886054,"1, 1, 1"
19886055,0
19886056,0
19886057,0
19886058,"1, 1, 1, 1"
19886059,0
19886060,1
19886061,1
19886062,0
19886063,0
19886064,0
19886065,0
19886066,0
19886067,0
19886068,"1, 5"
19886069,0
19886070,0
19886071,0
19886072,6
19886073,6
19886074,0
19886075,"1, 1, 1, 1, 1"
19886076,"1, 1"
19886077,1
19886078,0
19886079,"1, 1"
19886080,6
19886081,0
19886082,0
19886083,6
19886084,"1, 1, 1"
19886085,0
19886086,0
19886087,0
19886088,0
19886089,"1, 1, 1"
19886090,1
19886091,0
19886092,"1, 1"
19886093,0
19886094,"1, 1, 1"
19886095,6
19886096,0
19886097,0
19886098,6
19886099,"1, 1"
19886100,1
19886101,0
19886102,"1, 1, 1"
19886103,0
19886104,0
19886105,6
19886106,0
19886107,0
19886108,"2, 1, 1, 1"
19886109,1
19886110,0
19886111,"1, 1"
19886112,0
19886113,6
19886114,0
19886115,"1, 1"
19886116,0
19886117,0
19886118,0
19886119,1
19886120,"1, 1, 1, 1"
19886121,0
19886122,0
19886123,6
19886124,0
19886125,0
19886126,"1, 1"
19886127,1
19886128,1
19886129,0
19886130,0
19886131,0
19886132,6
19886133,"1, 1, 1"
19886134,0
19886135,0
19886136,"1, 1, 1"
19886137,0
19886138,"1, 1"
19886139,"1, 1"
19886140,0
19886141,0
19886142,0
19886143,"1, 1"
19886144,6
19886145,6
19886146,"1, 1, 1, 1"
19886147,0
19886148,0
19886149,6
19886150,0
19886151,1
19886152,"1, 1, 1"
19886153,1
19886154,0
19886155,"1, 1"
19886156,0
19886157,0
19886158,"1, 1, 1"
19886159,0
19886160,0
19886161,0
19886162,6
19886163,0
19886164,0
19886165,0
19886166,6
19886167,0
19886168,0
19886169,"2, 1, 1, 1, 1"
19886170,0
19886171,1
19886172,0
19886173,0
19886174,"1, 1, 1"
19886175,1
19886176,1
19886177,0
19886178,0
19886179,0
19886180,0
19886181,0
19886182,6
19886183,"1, 1, 1, 1"
19886184,0
19886185,0
19886186,0
19886187,0
19886188,0
19886189,6
19886190,"1, 1, 1, 1"
19886191,0
19886192,0
19886193,0
19886194,0
19886195,0
19886196,6
19886197,0
19886198,"1, 1, 1"
19886199,6
19886200,0
19886201,0
19886202,0
19886203,0
19886204,0
19886205,"1, 1, 1, 1"
19886206,"1, 1"
19886207,0
19886208,6
19886209,"1, 1, 1"
19886210,0
19886211,1
19886212,0
19886213,0
19886214,0
19886215,0
19886216,"1, 1"
19886217,0
19886218,0
19886219,0
19886220,0
19886221,0
19886222,6
19886223,0
19886224,0
19886225,"2, 1, 1, 1, 1"
19886226,1
19886227,0
19886228,6
19886229,0
19886230,0
19886231,0
19886232,6
19886233,0
19886234,"1, 1, 1"
19886235,0
19886236,"1, 1, 1"
19886237,0
19886238,0
19886239,0
19886240,0
19886241,1
19886242,0
19886243,0
19886244,0
19886245,0
19886246,1
19886247,0
19886248,0
19886249,6
19886250,6
19886251,0
19886252,6
19886253,1
19886254,0
19886255,"1, 1, 1, 1"
19886256,0
19886257,0
19886258,0
19886259,0
19886260,"1, 1"
19886261,1
19886262,0
19886263,1
19886264,0
19886265,0
19886266,0
19886267,6
19886268,0
19886269,6
19886270,0
19886271,"1, 1"
19886272,0
19886273,0
19886274,1
19886275,0
19886276,0
19886277,1
19886278,0
19886279,0
19886280,"1, 1"
19886281,"2, 1, 1, 1"
19886282,6
19886283,0
19886284,0
19886285,6
19886286,0
19886287,0
19886288,"1, 1"
19886289,0
19886290,0
19886291,0
19886292,0
19886293,"1, 1"
19886294,1
19886295,0
19886296,0
19886297,0
19886298,"1, 1"
19886299,0
19886300,6
19886301,1
19886302,6
19886303,0
19886304,0
19886305,0
19886306,6
19886307,1
19886308,0
19886309,0
19886310,0
19886311,0
19886312,0
19886313,0
19886314,6
19886315,"1, 1, 1, 1"
19886316,0
19886317,"1, 1"
19886318,0
19886319,6
19886320,1
19886321,0
19886322,0
19886323,6
19886324,0
19886325,0
19886326,"1, 1, 1"
19886327,1
19886328,0
19886329,"1, 1"
19886330,0
19886331,"1, 1"
19886332,0
19886333,1
19886334,6
19886335,0
19886336,0
19886337,0
19886338,"2, 1"
19886339,1
19886340,0
19886341,0
19886342,6
19886343,0
19886344,0
19886345,1
19886346,0
19886347,0
19886348,0
19886349,1
19886350,0
19886351,0
19886352,6
19886353,0
19886354,6
19886355,0
19886356,0
19886357,1
19886358,1
19886359,0
19886360,0
19886361,0
19886362,6
19886363,1
19886364,0
19886365,0
19886366,0
19886367,0
19886368,0
19886369,0
19886370,0
19886371,0
19886372,"1, 1, 1"
19886373,6
19886374,0
19886375,1
19886376,0
19886377,1
19886378,0
19886379,0
19886380,6
19886381,1
19886382,0
19886383,0
19886384,"1, 2"
19886385,0
19886386,0
19886387,0
19886388,6
19886389,0
19886390,1
19886391,0
19886392,0
19886393,0
19886394,0
19886395,1
19886396,0
19886397,0
19886398,0
19886399,0
19886400,0
19886401,6
19886402,0
19886403,0
19886404,6
19886405,0
19886406,0
19886407,0
19886408,0
19886409,6
19886410,0
19886411,"1, 1, 1, 1"
19886412,0
19886413,0
19886414,0
19886415,"1, 1"
19886416,0
19886417,0
19886418,0
19886419,0
19886420,6
19886421,0
19886422,"2, 1"
19886423,6
19886424,0
19886425,0
19886426,1
19886427,0
19886428,0
19886429,0
19886430,1
19886431,0
19886432,0
19886433,0
19886434,1
19886435,0
19886436,6
19886437,0
19886438,1
19886439,6
19886440,1
19886441,0
19886442,0
19886443,0
19886444,0
19886445,0
19886446,0
19886447,1
19886448,0
19886449,6
19886450,"1, 1, 1, 1, 1"
19886451,0
19886452,0
19886453,0
19886454,6
19886455,"1, 1, 1"
19886456,6
19886457,0
19886458,0
19886459,0
19886460,1
19886461,0
19886462,0
19886463,0
19886464,1
19886465,0
19886466,0
19886467,0
19886468,6
19886469,2
19886470,6
19886471,0
19886472,0
19886473,0
19886474,1
19886475,0
19886476,"1, 1, 1, 1, 1"
19886477,0
19886478,0
19886479,0
19886480,0
19886481,0
19886482,1
19886483,0
19886484,6
19886485,6
19886486,0
19886487,0
19886488,0
19886489,1
19886490,0
19886491,"1, 1, 1"
19886492,0
19886493,0
19886494,0
19886495,0
19886496,6
19886497,0
19886498,0
19886499,0
19886500,0
19886501,0
19886502,6
19886503,0
19886504,1
19886505,0
19886506,2
19886507,6
19886508,"1, 1, 1, 1"
19886509,0
19886510,0
19886511,0
19886512,0
19886513,1
19886514,0
19886515,0
19886516,1
19886517,0
19886518,6
19886519,1
19886520,0
19886521,6
19886522,0
19886523,0
19886524,1
19886525,6
19886526,0
19886527,0
19886528,1
19886529,0
19886530,0
19886531,0
19886532,0
19886533,1
19886534,0
19886535,0
19886536,0
19886537,6
19886538,6
19886539,0
19886540,"2, 1, 1"
19886541,0
19886542,0
19886543,1
19886544,0
19886545,1
19886546,1
19886547,0
19886548,0
19886549,0
19886550,6
19886551,0
19886552,"1, 1"
19886553,0
19886554,0
19886555,0
19886556,0
19886557,0
19886558,6
19886559,0
19886560,"1, 1, 1"
19886561,0
19886562,0
19886563,6
19886564,0
19886565,0
19886566,0
19886567,0
19886568,6
19886569,0
19886570,0
19886571,"1, 1, 1, 1"
19886572,0
19886573,0
19886574,2
19886575,0
19886576,0
19886577,0
19886578,6
19886579,0
19886580,0
19886581,0
19886582,0
19886583,0
19886584,"1, 1, 1, 1"
19886585,6
19886586,0
19886587,1
19886588,0
19886589,0
19886590,0
19886591,0
19886592,0
19886593,0
19886594,"1, 1"
19886595,0
19886596,0
19886597,0
19886598,0
19886599,6
19886600,0
19886601,0
19886602,0
19886603,0
19886604,0
19886605,"1, 1, 1, 1, 1"
19886606,0
19886607,0
19886608,0
19886609,0
19886610,6
19886611,0
19886612,"4, 2"
19886613,6
19886614,6
19886615,0
19886616,"1, 1"
19886617,0
19886618,0
19886619,0
19886620,0
19886621,0
19886622,0
19886623,"1, 1"
19886624,0
19886625,0
19886626,0
19886627,"1, 1"
19886628,0
19886629,0
19886630,"1, 1"
19886631,6
19886632,0
19886633,6
19886634,0
19886635,0
19886636,0
19886637,0
19886638,1
19886639,0
19886640,0
19886641,0
19886642,6
19886643,0
19886644,0
19886645,6
19886646,"2, 1, 1, 1"
19886647,0
19886648,1
19886649,6
19886650,0
19886651,0
19886652,0
19886653,0
19886654,"1, 1"
19886655,0
19886656,"1, 1, 1"
19886657,0
19886658,0
19886659,0
19886660,0
19886661,0
19886662,6
19886663,6
19886664,0
19886665,0
19886666,6
19886667,0
19886668,1
19886669,"1, 1"
19886670,1
19886671,0
19886672,0
19886673,1
19886674,6
19886675,0
19886676,0
19886677,0
19886678,0
19886679,0
19886680,6
19886681,0
19886682,"2, 1"
19886683,0
19886684,0
19886685,0
19886686,0
19886687,1
19886688,0
19886689,0
19886690,0
19886691,0
19886692,6
19886693,0
19886694,0
19886695,"1, 1, 1, 1"
19886696,0
19886697,6
19886698,0
19886699,1
19886700,0
19886701,1
19886702,0
19886703,0
19886704,1
19886705,0
19886706,1
19886707,0
19886708,0
19886709,6
19886710,1
19886711,1
19886712,6
19886713,0
19886714,0
19886715,0
19886716,0
19886717,0
19886718,2
19886719,0
19886720,"1, 1"
19886721,1
19886722,0
19886723,0
19886724,0
19886725,0
19886726,6
19886727,6
19886728,6
19886729,0
19886730,0
19886731,"1, 1, 1"
19886732,0
19886733,0
19886734,0
19886735,1
19886736,0
19886737,1
19886738,0
19886739,0
19886740,0
19886741,6
19886742,0
19886743,0
19886744,0
19886745,1
19886746,0
19886747,6
19886748,0
19886749,0
19886750,0
19886751,"1, 1, 1"
19886752,0
19886753,1
19886754,0
19886755,0
19886756,0
19886757,"2, 1"
19886758,0
19886759,0
19886760,6
19886761,6
19886762,"1, 1, 1"
19886763,0
19886764,0
19886765,0
19886766,"1, 1"
19886767,0
19886768,0
19886769,1
19886770,0
19886771,0
19886772,6
19886773,1
19886774,0
19886775,0
19886776,"1, 1"
19886777,0
19886778,1
19886779,0
19886780,0
19886781,0
19886782,0
19886783,6
19886784,0
19886785,6
19886786,0
19886787,6
19886788,0
19886789,1
19886790,0
19886791,0
19886792,0
19886793,"1, 1, 1"
19886794,0
19886795,0
19886796,0
19886797,0
19886798,"2, 1, 1"
19886799,0
19886800,0
19886801,6
19886802,6
19886803,0
19886804,0
19886805,1
19886806,0
19886807,0
19886808,0
19886809,1
19886810,"1, 1"
19886811,0
19886812,0
19886813,0
19886814,1
19886815,0
19886816,6
19886817,0
19886818,"1, 1"
19886819,6
19886820,1
19886821,0
19886822,0
19886823,1
19886824,0
19886825,0
19886826,0
19886827,0
19886828,0
19886829,0
19886830,6
19886831,0
19886832,6
19886833,0
19886834,0
19886835,0
19886836,0
19886837,6
19886838,0
19886839,"1, 2, 1, 1, 1"
19886840,0
19886841,0
19886842,0
19886843,6
19886844,0
19886845,0
19886846,0
19886847,6
19886848,0
19886849,0
19886850,0
19886851,0
19886852,0
19886853,0
19886854,6
19886855,0
19886856,0
19886857,6
19886858,"1, 1, 1, 1, 1, 1"
19886859,0
19886860,0
19886861,0
19886862,"1, 1"
19886863,0
19886864,0
19886865,0
19886866,"1, 1"
19886867,6
19886868,0
19886869,0
19886870,6
19886871,0
19886872,0
19886873,0
19886874,"2, 1, 1"
19886875,0
19886876,0
19886877,0
19886878,1
19886879,0
19886880,0
19886881,6
19886882,0
19886883,6
19886884,1
19886885,0
19886886,1
19886887,1
19886888,0
19886889,0
19886890,1
19886891,0
19886892,6
19886893,0
19886894,0
19886895,0
19886896,0
19886897,0
19886898,0
19886899,0
19886900,6
19886901,0
19886902,6
19886903,0
19886904,0
19886905,0
19886906,0
19886907,1
19886908,6
19886909,1
19886910,0
19886911,"2, 1"
19886912,0
19886913,"1, 1, 1, 1, 1"
19886914,0
19886915,0
19886916,6
19886917,0
19886918,0
19886919,0
19886920,0
19886921,6
19886922,"1, 1, 1"
19886923,0
19886924,1
19886925,0
19886926,1
19886927,0
19886928,0
19886929,0
19886930,6
19886931,0
19886932,0
19886933,0
19886934,0
19886935,0
19886936,"1, 1, 1, 1"
19886937,6
19886938,6
19886939,0
19886940,1
19886941,0
19886942,0
19886943,0
19886944,0
19886945,0
19886946,1
19886947,"2, 1"
19886948,0
19886949,0
19886950,6
19886951,0
19886952,6
19886953,"1, 1"
19886954,0
19886955,0
19886956,0
19886957,"1, 1"
19886958,1
19886959,0
19886960,0
19886961,1
19886962,6
19886963,0
19886964,6
19886965,0
19886966,6
19886967,0
19886968,1
19886969,0
19886970,0
19886971,"1, 1"
19886972,0
19886973,0
19886974,0
19886975,1
19886976,6
19886977,0
19886978,"1, 1"
19886979,1
19886980,0
19886981,0
19886982,0
19886983,0
19886984,0
19886985,0
19886986,0
19886987,2
19886988,6
19886989,0
19886990,0
19886991,6
19886992,"1, 1"
19886993,0
19886994,0
19886995,"1, 1"
19886996,0
19886997,0
19886998,6
19886999,6
19887000,0
19887001,0
19887002,1
19887003,1
19887004,0
19887005,1
19887006,6
19887007,0
19887008,0
19887009,0
19887010,0
19887011,0
19887012,"1, 1, 1"
19887013,6
19887014,0
19887015,1
19887016,6
19887017,0
19887018,0
19887019,0
19887020,0
19887021,0
19887022,"1, 1"
19887023,0
19887024,0
19887025,6
19887026,2
19887027,6
19887028,6
19887029,1
19887030,"1, 1"
19887031,0
19887032,0
19887033,0
19887034,0
19887035,0
19887036,6
19887037,0
19887038,0
19887039,1
19887040,0
19887041,0
19887042,"1, 1, 1, 1"
19887043,0
19887044,6
19887045,0
19887046,0
19887047,0
19887048,6
19887049,1
19887050,0
19887051,0
19887052,0
19887053,0
19887054,0
19887055,0
19887056,6
19887057,0
19887058,"1, 1, 1, 1"
19887059,0
19887060,6
19887061,"1, 1"
19887062,0
19887063,2
19887064,0
19887065,6
19887066,1
19887067,0
19887068,0
19887069,0
19887070,0
19887071,0
19887072,0
19887073,0
19887074,0
19887075,0
19887076,6
19887077,0
19887078,0
19887079,6
19887080,"1, 1, 1, 1"
19887081,0
19887082,0
19887083,"1, 1, 1"
19887084,6
19887085,0
19887086,0
19887087,6
19887088,"1, 1"
19887089,0
19887090,0
19887091,0
19887092,6
19887093,0
19887094,0
19887095,6
19887096,0
19887097,0
19887098,"1, 1"
19887099,0
19887100,0
19887101,0
19887102,"1, 2"
19887103,0
19887104,0
19887105,0
19887106,1
19887107,6
19887108,0
19887109,6
19887110,0
19887111,0
19887112,0
19887113,6
19887114,0
19887115,0
19887116,0
19887117,"1, 1, 1"
19887118,0
19887119,1
19887120,0
19887121,1
19887122,0
19887123,6
19887124,0
19887125,0
19887126,0
19887127,0
19887128,6
19887129,0
19887130,0
19887131,0
19887132,0
19887133,0
19887134,1
19887135,6
19887136,0
19887137,0
19887138,0
19887139,0
19887140,6
19887141,0
19887142,"1, 1, 1, 1, 1"
19887143,0
19887144,0
19887145,0
19887146,2
19887147,6
19887148,6
19887149,0
19887150,0
19887151,6
19887152,0
19887153,0
19887154,6
19887155,1
19887156,0
19887157,0
19887158,1
19887159,0
19887160,0
19887161,0
19887162,0
19887163,0
19887164,"1, 1, 1"
19887165,0
19887166,6
19887167,0
19887168,0
19887169,6
19887170,0
19887171,"1, 1, 1, 1, 1, 1"
19887172,0
19887173,"1, 1"
19887174,6
19887175,0
19887176,0
19887177,1
19887178,0
19887179,1
19887180,0
19887181,1
19887182,0
19887183,0
19887184,0
19887185,0
19887186,0
19887187,0
19887188,6
19887189,0
19887190,0
19887191,"2, 1"
19887192,6
19887193,0
19887194,0
19887195,0
19887196,6
19887197,0
19887198,0
19887199,6
19887200,0
19887201,0
19887202,"1, 1, 1, 1, 1, 1"
19887203,0
19887204,0
19887205,0
19887206,0
19887207,0
19887208,6
19887209,6
19887210,0
19887211,0
19887212,0
19887213,0
19887214,0
19887215,6
19887216,6
19887217,1
19887218,0
19887219,"1, 1, 1, 1, 1"
19887220,1
19887221,0
19887222,0
19887223,0
19887224,0
19887225,0
19887226,0
19887227,6
19887228,0
19887229,0
19887230,"2, 1, 1"
19887231,6
19887232,0
19887233,0
19887234,0
19887235,"1, 1, 1, 1, 1"
19887236,6
19887237,0
19887238,6
19887239,0
19887240,0
19887241,6
19887242,0
19887243,0
19887244,1
19887245,0
19887246,0
19887247,0
19887248,0
19887249,6
19887250,0
19887251,0
19887252,"1, 1, 1, 1"
19887253,0
19887254,0
19887255,0
19887256,0
19887257,"1, 1, 1"
19887258,0
19887259,6
19887260,"1, 1"
19887261,0
19887262,0
19887263,0
19887264,0
19887265,6
19887266,0
19887267,0
19887268,0
19887269,0
19887270,6
19887271,0
19887272,0
19887273,6
19887274,"1, 1, 1, 1"
19887275,0
19887276,"2, 1"
19887277,0
19887278,0
19887279,6
19887280,1
19887281,0
19887282,0
19887283,0
19887284,0
19887285,0
19887286,0
19887287,1
19887288,6
19887289,1
19887290,0
19887291,0
19887292,1
19887293,0
19887294,6
19887295,0
19887296,"1, 1"
19887297,0
19887298,1
19887299,0
19887300,0
19887301,0
19887302,0
19887303,0
19887304,1
19887305,0
19887306,6
19887307,"1, 1"
19887308,1
19887309,6
19887310,1
19887311,0
19887312,0
19887313,0
19887314,0
19887315,0
19887316,0
19887317,0
19887318,"1, 1"
19887319,0
19887320,0
19887321,0
19887322,0
19887323,0
19887324,6
19887325,6
19887326,0
19887327,0
19887328,1
19887329,0
19887330,0
19887331,1
19887332,2
19887333,6
19887334,0
19887335,0
19887336,0
19887337,0
19887338,0
19887339,0
19887340,6
19887341,"1, 1, 1, 1, 1, 1"
19887342,6
19887343,0
19887344,1
19887345,1
19887346,1
19887347,0
19887348,0
19887349,1
19887350,0
19887351,0
19887352,6
19887353,1
19887354,"1, 1, 1, 1"
19887355,6
19887356,0
19887357,0
19887358,0
19887359,1
19887360,0
19887361,1
19887362,"1, 1, 1, 1"
19887363,0
19887364,0
19887365,0
19887366,1
19887367,1
19887368,6
19887369,"1, 1"
19887370,6
19887371,0
19887372,2
19887373,0
19887374,0
19887375,0
19887376,0
19887377,1
19887378,0
19887379,0
19887380,0
19887381,6
19887382,"1, 1, 1, 1"
19887383,0
19887384,0
19887385,1
19887386,0
19887387,0
19887388,0
19887389,6
19887390,6
19887391,1
19887392,"1, 1"
19887393,0
19887394,0
19887395,"1, 1, 1"
19887396,0
19887397,0
19887398,6
19887399,0
19887400,1
19887401,0
