BlockNumber,BlobLengths
19832072,6
19832073,0
19832074,1
19832075,0
19832076,1
19832077,0
19832078,6
19832079,0
19832080,"1, 1"
19832081,0
19832082,1
19832083,0
19832084,6
19832085,0
19832086,0
19832087,0
19832088,0
19832089,1
19832090,0
19832091,6
19832092,0
19832093,6
19832094,0
19832095,"1, 1"
19832096,"1, 1, 1, 1"
19832097,1
19832098,0
19832099,0
19832100,"1, 2, 1"
19832101,1
19832102,6
19832103,1
19832104,0
19832105,0
19832106,"1, 1"
19832107,"1, 1"
19832108,6
19832109,"1, 1, 1, 1, 1, 1"
19832110,1
19832111,6
19832112,"1, 1"
19832113,1
19832114,0
19832115,0
19832116,0
19832117,1
19832118,0
19832119,6
19832120,0
19832121,0
19832122,1
19832123,0
19832124,1
19832125,6
19832126,"1, 1, 1, 1, 1, 1"
19832127,"1, 1"
19832128,1
19832129,0
19832130,0
19832131,6
19832132,"1, 2"
19832133,0
19832134,0
19832135,1
19832136,0
19832137,1
19832138,0
19832139,"1, 1"
19832140,1
19832141,0
19832142,0
19832143,0
19832144,6
19832145,"1, 1, 1"
19832146,1
19832147,6
19832148,"1, 1, 1, 1, 1, 1"
19832149,0
19832150,"1, 1"
19832151,6
19832152,1
19832153,1
19832154,"1, 1, 1, 1, 1"
19832155,0
19832156,6
19832157,0
19832158,0
19832159,"2, 1, 1, 1, 1"
19832160,1
19832161,1
19832162,1
19832163,6
19832164,1
19832165,"1, 1, 1"
19832166,0
19832167,0
19832168,"1, 1"
19832169,0
19832170,"1, 1"
19832171,0
19832172,"1, 1"
19832173,6
19832174,1
19832175,0
19832176,0
19832177,"1, 1, 1, 1"
19832178,0
19832179,1
19832180,0
19832181,6
19832182,1
19832183,"2, 1, 1"
19832184,0
19832185,"1, 1"
19832186,1
19832187,6
19832188,"1, 1, 1"
19832189,1
19832190,6
19832191,"1, 1"
19832192,1
19832193,0
19832194,"1, 1, 1"
19832195,6
19832196,"1, 1, 1"
19832197,6
19832198,0
19832199,"1, 1"
19832200,0
19832201,"1, 1"
19832202,"1, 1"
19832203,6
19832204,"1, 1"
19832205,6
19832206,"1, 1"
19832207,0
19832208,"1, 2, 1"
19832209,0
19832210,1
19832211,1
19832212,1
19832213,1
19832214,6
19832215,"1, 1"
19832216,6
19832217,"1, 1"
19832218,1
19832219,0
19832220,1
19832221,"1, 1"
19832222,6
19832223,"1, 1"
19832224,0
19832225,1
19832226,0
19832227,0
19832228,"1, 1, 1"
19832229,1
19832230,6
19832231,"1, 1"
19832232,2
19832233,"1, 1"
19832234,1
19832235,1
19832236,0
19832237,1
19832238,6
19832239,0
19832240,"1, 1, 1, 1"
19832241,1
19832242,0
19832243,"1, 1"
19832244,6
19832245,6
19832246,"1, 1, 1"
19832247,0
19832248,0
19832249,6
19832250,"1, 1, 1"
19832251,0
19832252,"1, 1"
19832253,1
19832254,1
19832255,0
19832256,"1, 1"
19832257,6
19832258,"1, 1, 1"
19832259,0
19832260,6
19832261,"1, 2, 1, 1"
19832262,"1, 1"
19832263,0
19832264,1
19832265,6
19832266,1
19832267,"1, 1, 1"
19832268,1
19832269,1
19832270,1
19832271,6
19832272,"1, 1"
19832273,0
19832274,"1, 1"
19832275,6
19832276,"1, 1"
19832277,0
19832278,"1, 1"
19832279,1
19832280,1
19832281,0
19832282,1
19832283,6
19832284,"1, 1, 1"
19832285,0
19832286,"1, 1"
19832287,6
19832288,1
19832289,"2, 1"
19832290,0
19832291,1
19832292,"1, 1"
19832293,"1, 1"
19832294,0
19832295,1
19832296,1
19832297,1
19832298,0
19832299,0
19832300,0
19832301,"1, 1, 1"
19832302,0
19832303,0
19832304,0
19832305,"1, 1, 1, 1"
19832306,6
19832307,"1, 1"
19832308,6
19832309,6
19832310,6
19832311,"1, 1"
19832312,"1, 1"
19832313,1
19832314,1
19832315,1
19832316,0
19832317,"1, 1, 1"
19832318,0
19832319,0
19832320,"2, 1"
19832321,6
19832322,0
19832323,0
19832324,6
19832325,6
19832326,"1, 1, 1, 1, 1"
19832327,0
19832328,0
19832329,"1, 1"
19832330,6
19832331,6
19832332,0
19832333,1
19832334,"1, 1, 1"
19832335,0
19832336,6
19832337,1
19832338,6
19832339,0
19832340,1
19832341,0
19832342,1
19832343,6
19832344,"1, 1, 1, 1, 1"
19832345,6
19832346,"1, 1"
19832347,0
19832348,"1, 1"
19832349,0
19832350,"1, 2"
19832351,0
19832352,"1, 1, 1"
19832353,6
19832354,0
19832355,"1, 1, 1"
19832356,1
19832357,6
19832358,0
19832359,"1, 1, 1"
19832360,1
19832361,0
19832362,"1, 1"
19832363,6
19832364,6
19832365,0
19832366,6
19832367,"1, 1, 1"
19832368,0
19832369,"1, 1, 1"
19832370,0
19832371,1
19832372,1
19832373,"1, 1"
19832374,6
19832375,0
19832376,0
19832377,"2, 1"
19832378,0
19832379,0
19832380,"1, 1, 1"
19832381,0
19832382,6
19832383,0
19832384,0
19832385,0
19832386,6
19832387,"1, 1, 1, 1"
19832388,6
19832389,"1, 1"
19832390,0
19832391,0
19832392,"1, 1, 1"
19832393,1
19832394,1
19832395,1
19832396,6
19832397,"1, 1"
19832398,6
19832399,0
19832400,"1, 1"
19832401,"1, 1"
19832402,"1, 1"
19832403,0
19832404,"1, 2, 1"
19832405,6
19832406,0
19832407,"1, 1, 1, 1"
19832408,1
19832409,0
19832410,0
19832411,0
19832412,"1, 1, 1"
19832413,6
19832414,0
19832415,"1, 1"
19832416,0
19832417,6
19832418,"1, 1, 1"
19832419,1
19832420,1
19832421,0
19832422,1
19832423,0
19832424,"1, 1, 1"
19832425,6
19832426,1
19832427,6
19832428,"1, 1, 1"
19832429,0
19832430,1
19832431,2
19832432,1
19832433,"1, 1"
19832434,1
19832435,0
19832436,"1, 1"
19832437,6
19832438,6
19832439,0
19832440,"1, 1, 1"
19832441,0
19832442,0
19832443,"1, 1"
19832444,0
19832445,0
19832446,0
19832447,"1, 1, 1"
19832448,6
19832449,"1, 1"
19832450,0
19832451,"1, 1"
19832452,0
19832453,"1, 1"
19832454,6
19832455,1
19832456,0
19832457,0
19832458,"1, 2, 1, 1, 1"
19832459,6
19832460,"1, 1, 1"
19832461,0
19832462,0
19832463,"1, 1, 1"
19832464,6
19832465,1
19832466,6
19832467,1
19832468,0
19832469,0
19832470,1
19832471,"1, 1"
19832472,0
19832473,1
19832474,"1, 1, 1, 1"
19832475,1
19832476,0
19832477,0
19832478,"1, 1"
19832479,6
19832480,6
19832481,0
19832482,1
19832483,6
19832484,"1, 1, 1, 1, 1"
19832485,0
19832486,"1, 2"
19832487,6
19832488,"1, 1, 1"
19832489,6
19832490,1
19832491,0
19832492,0
19832493,"1, 1, 1"
19832494,1
19832495,1
19832496,0
19832497,"1, 1"
19832498,1
19832499,6
19832500,0
19832501,6
19832502,"1, 1, 1, 1"
19832503,"1, 1"
19832504,0
19832505,0
19832506,1
19832507,6
19832508,0
19832509,"1, 1, 1"
19832510,6
19832511,1
19832512,"2, 1"
19832513,1
19832514,1
19832515,0
19832516,1
19832517,0
19832518,0
19832519,"1, 1, 1, 1, 1"
19832520,0
19832521,1
19832522,0
19832523,"1, 1, 1"
19832524,0
19832525,6
19832526,1
19832527,1
19832528,6
19832529,"1, 1"
19832530,6
19832531,"1, 1, 1"
19832532,0
19832533,"1, 1"
19832534,0
19832535,0
19832536,0
19832537,1
19832538,6
19832539,6
19832540,"1, 1, 1, 1, 1"
19832541,2
19832542,"1, 1"
19832543,0
19832544,6
19832545,"1, 1"
19832546,6
19832547,"1, 1"
19832548,1
19832549,1
19832550,1
19832551,6
19832552,"1, 1"
19832553,0
19832554,1
19832555,1
19832556,1
19832557,1
19832558,"1, 1"
19832559,6
19832560,1
19832561,0
19832562,1
19832563,6
19832564,"1, 1"
19832565,"1, 1, 1"
19832566,0
19832567,"1, 2, 1, 1, 1"
19832568,1
19832569,0
19832570,0
19832571,1
19832572,"1, 1"
19832573,6
19832574,6
19832575,"1, 1"
19832576,0
19832577,"1, 1"
19832578,0
19832579,0
19832580,1
19832581,0
19832582,"1, 1, 1"
19832583,6
19832584,"1, 1"
19832585,1
19832586,6
19832587,"1, 1"
19832588,1
19832589,0
19832590,"1, 1"
19832591,"1, 1"
19832592,0
19832593,1
19832594,6
19832595,"1, 2, 1, 1, 1"
19832596,6
19832597,1
19832598,1
19832599,6
19832600,0
19832601,"1, 1, 1, 1"
19832602,1
19832603,1
19832604,6
19832605,1
19832606,6
19832607,0
19832608,"1, 1"
19832609,0
19832610,"1, 1"
19832611,1
19832612,"1, 1"
19832613,1
19832614,1
19832615,6
19832616,0
19832617,6
19832618,0
19832619,6
19832620,1
19832621,1
19832622,0
19832623,"1, 1, 2"
19832624,1
19832625,0
19832626,0
19832627,"1, 1, 1, 1, 1, 1"
19832628,0
19832629,6
19832630,"1, 1"
19832631,6
19832632,0
19832633,1
19832634,"1, 1, 1"
19832635,"1, 1"
19832636,0
19832637,0
19832638,"1, 1, 1"
19832639,1
19832640,0
19832641,0
19832642,"1, 1, 1"
19832643,0
19832644,1
19832645,"1, 1"
19832646,6
19832647,"1, 1"
19832648,6
19832649,"1, 2, 1"
19832650,0
19832651,"1, 1"
19832652,6
19832653,0
19832654,0
19832655,6
19832656,0
19832657,0
19832658,6
19832659,6
19832660,1
19832661,1
19832662,6
19832663,0
19832664,"1, 1"
19832665,6
19832666,6
19832667,"1, 1"
19832668,1
19832669,0
19832670,1
19832671,0
19832672,"1, 1, 1, 1, 1, 1"
19832673,0
19832674,0
19832675,"1, 2, 1, 1, 1"
19832676,"1, 1, 1"
19832677,6
19832678,"1, 1"
19832679,6
19832680,0
19832681,"1, 1, 1"
19832682,1
19832683,0
19832684,"1, 1, 1"
19832685,0
19832686,1
19832687,6
19832688,0
19832689,"1, 1, 1"
19832690,0
19832691,6
19832692,1
19832693,0
19832694,1
19832695,0
19832696,"1, 1, 1"
19832697,"1, 1"
19832698,1
19832699,6
19832700,6
19832701,0
19832702,0
19832703,"1, 1, 1, 1"
19832704,0
19832705,"1, 2"
19832706,1
19832707,1
19832708,0
19832709,0
19832710,0
19832711,6
19832712,0
19832713,6
19832714,"1, 1, 1, 1, 1, 1"
19832715,"1, 1"
19832716,6
19832717,1
19832718,0
19832719,1
19832720,6
19832721,1
19832722,0
19832723,0
19832724,6
19832725,"1, 1, 1, 1, 1, 1"
19832726,0
19832727,"1, 1"
19832728,6
19832729,"1, 1"
19832730,0
19832731,0
19832732,0
19832733,6
19832734,"2, 1, 1, 1"
19832735,0
19832736,1
19832737,0
19832738,1
19832739,"1, 1"
19832740,1
19832741,0
19832742,1
19832743,6
19832744,"1, 1"
19832745,0
19832746,0
19832747,6
19832748,0
19832749,6
19832750,"1, 1, 1, 1, 1"
19832751,0
19832752,"1, 1"
19832753,1
19832754,1
19832755,"2, 1"
19832756,0
19832757,1
19832758,"1, 1"
19832759,0
19832760,0
19832761,"1, 1, 1"
19832762,0
19832763,"1, 1"
19832764,"1, 1"
19832765,0
19832766,0
19832767,"1, 1"
19832768,6
19832769,"1, 1, 1"
19832770,6
19832771,6
19832772,"1, 1"
19832773,6
19832774,6
19832775,0
19832776,"1, 1, 1"
19832777,1
19832778,0
19832779,1
19832780,6
19832781,"1, 1, 1"
19832782,6
19832783,"1, 1, 2, 1"
19832784,0
19832785,"1, 1"
19832786,0
19832787,1
19832788,1
19832789,1
19832790,0
19832791,6
19832792,6
19832793,"1, 1, 1"
19832794,1
19832795,1
19832796,0
19832797,0
19832798,0
19832799,1
19832800,0
19832801,0
19832802,"1, 1"
19832803,0
19832804,0
19832805,6
19832806,0
19832807,1
19832808,"1, 1, 1, 1"
19832809,6
19832810,"1, 2"
19832811,6
19832812,"1, 1, 1, 1"
19832813,0
19832814,6
19832815,"1, 1"
19832816,"1, 1, 1"
19832817,0
19832818,"1, 1"
19832819,1
19832820,1
19832821,0
19832822,"1, 1"
19832823,6
19832824,"1, 1, 1"
19832825,6
19832826,1
19832827,1
19832828,"1, 1"
19832829,0
19832830,0
19832831,"1, 1"
19832832,1
19832833,"2, 1"
19832834,6
19832835,"1, 1"
19832836,6
19832837,"1, 1"
19832838,1
19832839,0
19832840,1
19832841,"1, 1"
19832842,6
19832843,6
19832844,1
19832845,"1, 1, 1"
19832846,0
19832847,0
19832848,"1, 1, 1"
19832849,6
19832850,0
19832851,"1, 1"
19832852,6
19832853,"1, 1"
19832854,0
19832855,6
19832856,6
19832857,0
19832858,"1, 1"
19832859,0
19832860,"1, 1"
19832861,0
19832862,"2, 1, 1"
19832863,0
19832864,"1, 1, 1, 1"
19832865,0
19832866,"1, 1"
19832867,6
19832868,1
19832869,6
19832870,"1, 1"
19832871,0
19832872,"1, 1, 1"
19832873,6
19832874,0
19832875,0
19832876,1
19832877,0
19832878,6
19832879,1
19832880,0
19832881,1
19832882,"1, 1, 1, 1, 1"
19832883,2
19832884,0
19832885,0
19832886,1
19832887,0
19832888,0
19832889,6
19832890,"1, 1, 1, 1, 1, 1"
19832891,6
19832892,"1, 1"
19832893,6
19832894,1
19832895,0
19832896,"1, 1"
19832897,6
19832898,0
19832899,1
19832900,0
19832901,"1, 1, 1"
19832902,0
19832903,0
19832904,"1, 1, 1"
19832905,1
19832906,6
19832907,0
19832908,"1, 1, 1"
19832909,6
19832910,0
19832911,0
19832912,6
19832913,0
19832914,"2, 1, 1, 1, 1"
19832915,"1, 1"
19832916,0
19832917,1
19832918,0
19832919,0
19832920,0
19832921,6
19832922,"1, 1, 1"
19832923,0
19832924,"1, 2"
19832925,6
19832926,0
19832927,0
19832928,"1, 1, 1"
19832929,0
19832930,0
19832931,"1, 1"
19832932,6
19832933,6
19832934,1
19832935,0
19832936,"1, 1, 1"
19832937,0
19832938,"1, 1"
19832939,0
19832940,"1, 1"
19832941,6
19832942,"1, 2"
19832943,6
19832944,"1, 1, 1, 1"
19832945,0
19832946,"1, 1"
19832947,0
19832948,"1, 1, 1"
19832949,6
19832950,1
19832951,0
19832952,"1, 1"
19832953,6
19832954,"1, 1"
19832955,1
19832956,1
19832957,6
19832958,"1, 1"
19832959,0
19832960,"1, 1"
19832961,6
19832962,0
19832963,0
19832964,0
19832965,0
19832966,6
19832967,6
19832968,0
19832969,"1, 1, 2"
19832970,"1, 1, 1, 1"
19832971,1
19832972,"1, 1"
19832973,1
19832974,6
19832975,"1, 1"
19832976,0
19832977,"1, 1"
19832978,0
19832979,0
19832980,6
19832981,6
19832982,"1, 1, 1"
19832983,1
19832984,6
19832985,1
19832986,1
19832987,6
19832988,"1, 1"
19832989,"1, 1"
19832990,0
19832991,1
19832992,0
19832993,"2, 1, 1, 1, 1"
19832994,0
19832995,0
19832996,6
19832997,0
19832998,"1, 1, 1, 1"
19832999,6
19833000,1
19833001,0
19833002,0
19833003,1
19833004,1
19833005,0
19833006,0
19833007,6
19833008,"1, 1, 1"
19833009,6
19833010,"1, 1"
19833011,"1, 1"
19833012,1
19833013,0
19833014,1
19833015,0
19833016,6
19833017,0
19833018,"2, 1, 1, 1, 1"
19833019,6
19833020,"1, 1, 1"
19833021,6
19833022,1
19833023,1
19833024,0
19833025,"1, 1"
19833026,1
19833027,6
19833028,0
19833029,"1, 1, 1"
19833030,0
19833031,0
19833032,1
19833033,"1, 1"
19833034,0
19833035,6
19833036,0
19833037,"1, 1, 1"
19833038,6
19833039,"1, 1"
19833040,6
19833041,0
19833042,"1, 2, 1, 1"
19833043,1
19833044,0
19833045,"1, 1"
19833046,0
19833047,1
19833048,0
19833049,"1, 1, 1"
19833050,0
19833051,0
19833052,"1, 1, 1"
19833053,0
19833054,"1, 1"
19833055,6
19833056,0
19833057,6
19833058,"1, 1, 1"
19833059,6
19833060,"1, 1, 1"
19833061,6
19833062,1
19833063,1
19833064,1
19833065,0
19833066,1
19833067,0
19833068,"1, 2"
19833069,0
19833070,1
19833071,0
19833072,"1, 1, 1, 1, 1"
19833073,6
19833074,0
19833075,"1, 1"
19833076,1
19833077,6
19833078,0
19833079,1
19833080,0
19833081,"1, 1"
19833082,1
19833083,6
19833084,6
19833085,1
19833086,0
19833087,6
19833088,1
19833089,"1, 2"
19833090,0
19833091,"1, 1, 1, 1, 1, 1"
19833092,"1, 1, 1, 1"
19833093,6
19833094,0
19833095,1
19833096,0
19833097,0
19833098,6
19833099,"1, 1, 1, 1"
19833100,1
19833101,6
19833102,0
19833103,0
19833104,"1, 1, 1"
19833105,1
19833106,"1, 1"
19833107,6
19833108,1
19833109,0
19833110,0
19833111,"1, 1, 1, 1"
19833112,1
19833113,6
19833114,"2, 1"
19833115,0
19833116,"1, 1, 1"
19833117,6
19833118,1
19833119,1
19833120,0
19833121,1
19833122,1
19833123,0
19833124,"1, 1, 1"
19833125,6
19833126,0
19833127,"1, 1"
19833128,0
19833129,"1, 1, 1, 1"
19833130,6
19833131,6
19833132,1
19833133,0
19833134,"1, 1"
19833135,1
19833136,1
19833137,1
19833138,0
19833139,"1, 1"
19833140,0
19833141,0
19833142,"1, 2, 1, 1"
19833143,1
19833144,0
19833145,0
19833146,"1, 1"
19833147,0
19833148,"1, 1"
19833149,1
19833150,6
19833151,"1, 1"
19833152,6
19833153,0
19833154,"1, 1"
19833155,1
19833156,0
19833157,0
19833158,"1, 1, 1"
19833159,6
19833160,0
19833161,0
19833162,1
19833163,0
19833164,6
19833165,6
19833166,"2, 1, 1"
19833167,0
19833168,"1, 1"
19833169,6
19833170,"1, 1, 1, 1, 1, 1"
19833171,6
19833172,"1, 1"
19833173,0
19833174,0
19833175,0
19833176,6
19833177,"1, 1, 1"
19833178,6
19833179,1
19833180,"1, 1"
19833181,0
19833182,"1, 1, 1, 1, 1, 1"
19833183,"1, 1, 1, 1, 1, 1"
19833184,0
19833185,0
19833186,"1, 1, 1, 1, 1"
19833187,0
19833188,0
19833189,0
19833190,6
19833191,6
19833192,"2, 1, 1, 1"
19833193,0
19833194,0
19833195,0
19833196,6
19833197,1
19833198,6
19833199,1
19833200,0
19833201,"1, 1, 1, 1, 1, 1"
19833202,0
19833203,0
19833204,"1, 1, 1, 1, 1, 1"
19833205,"1, 1, 1, 1, 1"
19833206,6
19833207,0
19833208,"1, 1, 1, 1"
19833209,0
19833210,"1, 1, 1, 1"
19833211,"1, 1, 1, 1"
19833212,0
19833213,6
19833214,0
19833215,"1, 2, 1, 1, 1"
19833216,0
19833217,0
19833218,"1, 1, 1, 1, 1, 1"
19833219,6
19833220,0
19833221,"1, 1, 1, 1, 1"
19833222,6
19833223,6
19833224,0
19833225,6
19833226,"1, 1, 1, 1"
19833227,0
19833228,"1, 1, 1, 1"
19833229,6
19833230,"1, 1, 1"
19833231,6
19833232,1
19833233,0
19833234,6
19833235,"1, 1, 1, 1"
19833236,"1, 1, 1, 1, 1"
19833237,1
19833238,0
19833239,"1, 1, 1, 1"
19833240,"1, 1"
19833241,0
19833242,0
19833243,0
19833244,"1, 2, 1, 1, 1"
19833245,0
19833246,6
19833247,"1, 1, 1, 1, 1, 1"
19833248,6
19833249,0
19833250,6
19833251,"1, 1, 1"
19833252,"1, 1, 1"
19833253,"1, 1"
19833254,6
19833255,"1, 1, 1"
19833256,0
19833257,"1, 1, 1, 1"
19833258,0
19833259,"1, 1, 1, 1"
19833260,1
19833261,"1, 1, 1, 1"
19833262,0
19833263,1
19833264,0
19833265,1
19833266,0
19833267,0
19833268,6
19833269,"1, 2, 1, 1, 1"
19833270,0
19833271,0
19833272,0
19833273,6
19833274,0
19833275,0
19833276,0
19833277,1
19833278,6
19833279,0
19833280,"1, 1, 1, 1, 1, 1"
19833281,0
19833282,6
19833283,1
19833284,6
19833285,0
19833286,"1, 1, 1, 1, 1, 1"
19833287,"1, 1, 1, 1"
19833288,6
19833289,6
19833290,"1, 1, 1"
19833291,1
19833292,"1, 1"
19833293,0
19833294,6
19833295,0
19833296,0
19833297,0
19833298,"2, 1, 1, 1, 1"
19833299,6
19833300,1
19833301,"1, 1, 1"
19833302,6
19833303,"1, 1, 1"
19833304,1
19833305,"1, 1"
19833306,0
19833307,0
19833308,0
19833309,6
19833310,0
19833311,"1, 1, 1"
19833312,"1, 1, 1, 1, 1"
19833313,6
19833314,"1, 1"
19833315,6
19833316,"1, 1, 1"
19833317,1
19833318,1
19833319,1
19833320,0
19833321,0
19833322,0
19833323,0
19833324,6
19833325,0
19833326,2
19833327,0
19833328,6
19833329,6
19833330,0
19833331,6
19833332,"1, 1, 1, 1, 1, 1"
19833333,0
19833334,6
19833335,0
19833336,"1, 1, 1, 1"
19833337,0
19833338,6
19833339,1
19833340,"1, 1"
19833341,"1, 1"
19833342,0
19833343,1
19833344,1
19833345,6
19833346,1
19833347,0
19833348,"2, 1, 1, 1"
19833349,6
19833350,6
19833351,0
19833352,0
19833353,1
19833354,"1, 1"
19833355,0
19833356,0
19833357,"1, 1, 1, 1"
19833358,6
19833359,1
19833360,1
19833361,6
19833362,"1, 1, 1, 1, 1"
19833363,0
19833364,0
19833365,0
19833366,6
19833367,0
19833368,"1, 1, 1"
19833369,6
19833370,6
19833371,"1, 1, 1"
19833372,1
19833373,0
19833374,0
19833375,0
19833376,"2, 1, 1, 1, 1"
19833377,6
19833378,6
19833379,0
19833380,0
19833381,0
19833382,"1, 1, 1, 1"
19833383,0
19833384,1
19833385,0
19833386,"1, 1, 1"
19833387,6
19833388,6
19833389,"1, 1, 1"
19833390,6
19833391,"1, 1"
19833392,1
19833393,"1, 1"
19833394,0
19833395,0
19833396,1
19833397,1
19833398,0
19833399,"1, 1"
19833400,"1, 1, 1, 1, 1, 1"
19833401,2
19833402,0
19833403,"1, 1, 1"
19833404,1
19833405,6
19833406,0
19833407,"1, 1, 1, 1"
19833408,1
19833409,0
19833410,6
19833411,"1, 1, 1"
19833412,"1, 1, 1"
19833413,6
19833414,"1, 1, 1"
19833415,0
19833416,"1, 1"
19833417,6
19833418,"1, 1, 1"
19833419,6
19833420,6
19833421,0
19833422,"1, 1, 1"
19833423,0
19833424,1
19833425,6
19833426,0
19833427,0
19833428,0
19833429,"2, 1, 1"
19833430,0
19833431,0
19833432,0
19833433,6
19833434,"1, 1, 1, 1, 1, 1"
19833435,6
19833436,6
19833437,0
19833438,1
19833439,6
19833440,"1, 1"
19833441,"1, 1, 1, 1, 1, 1"
19833442,1
19833443,1
19833444,0
19833445,0
19833446,"1, 1"
19833447,0
19833448,"1, 1, 1, 1"
19833449,6
19833450,6
19833451,6
19833452,"1, 1"
19833453,0
19833454,0
19833455,6
19833456,"1, 1, 1"
19833457,2
19833458,0
19833459,"1, 1, 1"
19833460,0
19833461,0
19833462,0
19833463,0
19833464,0
19833465,6
19833466,0
19833467,6
19833468,6
19833469,0
19833470,"1, 1, 1, 1, 1"
19833471,0
19833472,1
19833473,6
19833474,"1, 1, 1"
19833475,1
19833476,0
19833477,1
19833478,1
19833479,0
19833480,"2, 1, 1"
19833481,6
19833482,0
19833483,0
19833484,6
19833485,1
19833486,"1, 1, 1, 1, 1"
19833487,0
19833488,0
19833489,"1, 1, 1"
19833490,0
19833491,6
19833492,"1, 1"
19833493,0
19833494,1
19833495,0
19833496,6
19833497,6
19833498,"1, 1, 1"
19833499,0
19833500,0
19833501,"1, 1, 1"
19833502,0
19833503,1
19833504,0
19833505,"1, 1"
19833506,6
19833507,"2, 1"
19833508,0
19833509,"1, 1"
19833510,0
19833511,6
19833512,"1, 1"
19833513,"1, 1"
19833514,0
19833515,1
19833516,0
19833517,6
19833518,1
19833519,"1, 1, 1, 1"
19833520,6
19833521,0
19833522,0
19833523,0
19833524,6
19833525,"1, 1, 1, 1"
19833526,0
19833527,1
19833528,0
19833529,0
19833530,0
19833531,6
19833532,"1, 1, 1, 1, 1"
19833533,0
19833534,"1, 1, 1"
19833535,0
19833536,6
19833537,"2, 1, 1"
19833538,1
19833539,1
19833540,1
19833541,0
19833542,6
19833543,"1, 1, 1"
19833544,6
19833545,"1, 1"
19833546,0
19833547,"1, 1"
19833548,0
19833549,"1, 1"
19833550,6
19833551,0
19833552,0
19833553,0
19833554,6
19833555,"1, 1, 1, 1"
19833556,0
19833557,1
19833558,0
19833559,0
19833560,6
19833561,"1, 1, 1, 1"
19833562,1
19833563,6
19833564,0
19833565,"1, 1, 1"
19833566,0
19833567,0
19833568,"2, 1"
19833569,6
19833570,6
19833571,"1, 1"
19833572,"1, 1"
19833573,0
19833574,0
19833575,"1, 1, 1"
19833576,0
19833577,0
19833578,0
19833579,0
19833580,0
19833581,"1, 1, 1, 1, 1, 1"
19833582,0
19833583,6
19833584,"1, 1, 1, 1"
19833585,0
19833586,6
19833587,0
19833588,0
19833589,0
19833590,0
19833591,"2, 1, 1, 1, 1"
19833592,"1, 1, 1"
19833593,"1, 1"
19833594,6
19833595,"1, 1"
19833596,6
19833597,6
19833598,0
19833599,"1, 1"
19833600,0
19833601,"1, 1, 1"
19833602,0
19833603,6
19833604,"1, 1, 1, 1, 1"
19833605,0
19833606,6
19833607,6
19833608,1
19833609,0
19833610,"1, 1, 1, 1, 1"
19833611,1
19833612,0
19833613,0
19833614,2
19833615,0
19833616,0
19833617,0
19833618,0
19833619,6
19833620,"1, 1"
19833621,6
19833622,6
19833623,0
19833624,0
19833625,0
19833626,"1, 1, 1, 1, 1, 1"
19833627,0
19833628,6
19833629,0
19833630,"1, 1, 1, 1, 1, 1"
19833631,"1, 1, 1"
19833632,0
19833633,6
19833634,6
19833635,0
19833636,0
19833637,"1, 1, 1, 1, 1"
19833638,6
19833639,1
19833640,0
19833641,0
19833642,0
19833643,6
19833644,"1, 1, 1, 1, 1"
19833645,6
19833646,0
19833647,"2, 1, 1, 1, 1"
19833648,6
19833649,"1, 1"
19833650,0
19833651,0
19833652,0
19833653,0
19833654,0
19833655,6
19833656,0
19833657,"1, 1, 1, 1, 1, 1"
19833658,6
19833659,0
19833660,"1, 1, 1"
19833661,1
19833662,0
19833663,"1, 1"
19833664,0
19833665,6
19833666,6
19833667,"1, 1, 1, 1"
19833668,0
19833669,1
19833670,1
19833671,0
19833672,"1, 1, 1"
19833673,0
19833674,"2, 1, 1"
19833675,6
19833676,0
19833677,0
19833678,6
19833679,1
19833680,"1, 1, 1"
19833681,0
19833682,0
19833683,"1, 1, 1"
19833684,6
19833685,0
19833686,6
19833687,"1, 1, 1"
19833688,0
19833689,"1, 1"
19833690,0
19833691,0
19833692,6
19833693,6
19833694,0
19833695,0
19833696,0
19833697,"1, 1"
19833698,"1, 1, 1, 1"
19833699,0
19833700,6
19833701,"1, 1, 1"
19833702,"1, 1"
19833703,6
19833704,0
19833705,"2, 1, 1"
19833706,6
19833707,"1, 1"
19833708,0
19833709,0
19833710,0
19833711,0
19833712,6
19833713,"1, 1"
19833714,6
19833715,0
19833716,0
19833717,0
19833718,0
19833719,6
19833720,1
19833721,"1, 1, 1, 1, 1, 1"
19833722,0
19833723,"1, 1"
19833724,0
19833725,0
19833726,6
19833727,0
19833728,"1, 1, 1"
19833729,6
19833730,6
19833731,0
19833732,"1, 1, 1"
19833733,"2, 1"
19833734,0
19833735,"1, 1"
19833736,0
19833737,0
19833738,1
19833739,6
19833740,"1, 1, 1"
19833741,0
19833742,1
19833743,1
19833744,1
19833745,1
19833746,6
19833747,6
19833748,1
19833749,6
19833750,"1, 1, 1, 1, 1"
19833751,0
19833752,1
19833753,1
19833754,0
19833755,"1, 1"
19833756,0
19833757,"1, 2"
19833758,"1, 1"
19833759,0
19833760,6
19833761,"1, 1"
19833762,1
19833763,1
19833764,"1, 1"
19833765,6
19833766,0
19833767,0
19833768,"1, 1, 1, 1"
19833769,6
19833770,"1, 1"
19833771,0
19833772,6
19833773,0
19833774,0
19833775,"1, 1"
19833776,"1, 1, 1"
19833777,0
19833778,"1, 1"
19833779,0
19833780,0
19833781,6
19833782,0
19833783,0
19833784,"1, 2, 1, 1, 1"
19833785,0
19833786,0
19833787,0
19833788,6
